id,a1_r12,a1_r13,a1_r14,a1_r15,a1_r16
1149,97,58,22,8,84
1150,51,6,77,35,35
1151,95,28,12,63,63
1152,37,21,99,22,76
1153,46,94,5,69,69
1154,2,92,30,0,92
1155,46,21,85,75,52
1156,94,61,83,88,81
1157,96,81,23,94,7
1158,43,4,92,19,57
1159,85,34,51,54,82
1160,18,32,37,18,6
1161,38,16,32,53,32
1162,30,93,71,50,64
1163,59,5,59,62,79
1164,83,52,16,43,69
1165,12,98,23,79,4
1166,84,80,48,52,48
1167,58,100,50,71,15
1168,19,34,52,1,71
1169,10,97,7,65,3
1170,57,19,27,61,66
1171,25,14,58,20,54
1172,51,77,92,85,54
1173,94,7,88,83,79
1174,55,72,27,66,24
1175,2,32,57,28,9
1176,37,88,73,12,100
1177,54,28,98,15,96
1178,65,29,100,67,90
1179,39,31,45,67,59
1180,58,1,4,100,70
1181,45,77,99,96,22
1182,1,97,54,17,74
1183,98,72,26,49,21
1184,36,68,31,76,48
1185,3,2,64,73,84
1186,40,92,97,26,96
1187,30,22,12,32,82
1188,68,58,24,90,59
1189,89,30,89,89,97
1190,67,73,28,23,94
1191,74,49,9,94,93
1192,72,92,82,70,28
1193,38,87,42,86,50
1194,17,90,11,89,28
1195,74,31,42,53,42
1196,66,69,14,5,23
1197,81,8,0,88,69
1198,38,64,6,8,30
1199,63,71,79,64,26
1200,100,26,74,27,53
1201,62,70,74,70,56
1202,21,22,76,13,48
1203,90,48,97,93,8
1204,77,47,37,15,14
1205,73,56,93,97,21
1206,55,75,30,75,36
1207,69,47,38,80,6
1208,34,7,21,64,34
1209,28,12,49,68,54
1210,23,84,74,79,53
1211,15,44,1,37,59
1212,67,53,45,56,59
1213,15,81,45,50,62
1214,91,80,95,52,44
1215,29,38,71,6,71
1216,39,74,75,56,11
1217,33,74,83,1,64
1218,23,91,82,11,42
1219,67,86,75,32,52
1220,75,24,22,26,35
1221,99,83,28,3,51
1222,41,85,73,48,92
1223,51,87,13,88,27
1224,70,26,6,75,89
1225,94,28,58,32,88
1226,94,79,41,29,91
1227,89,97,49,11,38
1228,47,22,52,32,55
1229,37,48,19,63,94
1230,101,99,54,50,38
1231,93,63,25,9,37
1232,75,49,93,1,55
1233,16,79,78,88,78
1234,84,97,43,35,23
1235,23,77,87,51,42
1236,56,56,62,21,5
1237,3,32,25,61,63
1238,43,52,29,78,81
1239,94,75,78,34,82
1240,41,12,81,96,8
1241,26,97,57,38,21
1242,90,46,5,81,77
1243,55,63,91,76,96
1244,101,66,54,100,76
1245,78,59,10,67,17
1246,19,2,79,52,15
1247,22,38,57,91,28
1248,43,68,62,69,77
1249,20,34,3,20,93
1250,8,54,95,99,70
1251,67,91,42,40,72
1252,35,6,81,73,35
1253,1,7,64,82,16
1254,57,18,6,11,1
1255,32,99,21,50,28
1256,54,63,80,29,54
1257,19,17,65,1,28
1258,46,50,37,42,98
1259,85,37,51,66,27
1260,95,81,29,5,38
1261,65,5,36,56,13
1262,5,22,17,63,5
1263,100,4,92,100,35
1264,81,58,62,62,5
1265,74,30,48,51,24
1266,68,33,98,69,9
1267,45,74,100,20,96
1268,98,41,6,96,46
1269,95,94,42,52,53
1270,68,42,47,82,45
1271,87,32,60,95,88
1272,51,59,96,88,47
1273,73,78,58,38,69
1274,16,97,0,58,95
1275,70,59,59,70,11
1276,55,78,43,81,63
1277,39,14,24,82,42
1278,9,83,76,8,53
1279,79,86,42,99,73
1280,27,58,45,43,39
1281,39,4,25,86,63
1282,42,36,51,3,85
1283,58,7,45,70,72
1284,68,24,15,73,59
1285,65,63,39,73,97
1286,48,85,97,21,45
1287,46,28,100,61,9
1288,29,46,76,80,85
1289,12,92,70,88,31
1290,56,80,91,49,22
1291,76,22,31,18,4
1292,36,96,49,23,20
1293,6,13,31,35,6
1294,93,63,88,47,73
1295,44,6,57,46,81
1296,85,58,78,55,57
1297,65,1,5,22,34
1298,100,65,78,71,38
1299,39,3,36,49,43
1300,38,71,40,45,76
1301,69,36,2,81,97
1302,21,27,57,52,5
1303,50,14,47,76,42
1304,62,77,38,54,59
1305,86,76,3,35,93
1306,15,63,53,71,7
1307,49,39,60,7,95
1308,13,6,85,77,89
1309,65,100,20,34,85
1310,52,72,58,42,77
1311,43,78,50,15,91
1312,11,85,35,90,78
1313,88,54,63,68,83
1314,41,50,40,85,87
1315,93,97,93,11,71
1316,53,39,9,62,69
1317,84,63,68,52,44
1318,25,43,78,49,93
1319,78,98,83,92,85
1320,29,75,31,13,93
1321,37,36,42,78,7
1322,35,8,7,83,69
1323,66,10,13,19,38
1324,76,50,51,41,68
1325,48,89,24,9,57
1326,48,66,60,22,100
1327,7,75,25,10,36
1328,57,6,37,36,64
1329,53,45,30,34,36
1330,19,24,32,95,9
1331,13,64,3,80,30
1332,41,99,80,46,39
1333,57,9,67,31,91
1334,29,94,41,80,7
1335,35,49,61,97,64
1336,96,89,5,21,24
1337,80,63,17,89,86
1338,49,75,24,14,35
1339,28,40,6,53,68
1340,91,65,96,51,44
1341,81,71,70,10,76
1342,88,58,83,10,75
1343,57,32,71,18,13
1344,28,36,38,47,62
1345,1,97,92,90,17
1346,67,15,40,52,9
1347,0,62,67,96,1
1348,17,51,44,28,96
1349,26,99,56,88,9
1350,53,5,72,81,57
1351,63,11,25,69,89
1352,51,60,67,19,85
1353,59,31,27,17,70
1354,6,47,8,73,73
1355,39,32,95,43,60
1356,94,94,37,92,17
1357,63,18,74,72,6
1358,21,60,64,89,62
1359,64,66,71,94,86
1360,8,32,26,88,5
1361,17,51,91,98,62
1362,87,97,91,56,45
1363,89,101,42,80,13
1364,40,43,74,18,15
1365,82,73,41,83,87
1366,80,4,20,9,92
1367,21,68,96,34,50
1368,54,11,40,12,73
1369,5,11,37,74,20
1370,10,93,80,61,84
1371,68,64,35,43,66
1372,92,28,26,13,88
1373,82,42,83,84,44
1374,22,7,18,2,6
1375,17,96,78,37,40
1376,0,96,15,77,49
1377,98,87,59,95,10
1378,71,29,43,39,55
1379,93,94,57,3,5
1380,19,4,41,86,11
1381,28,29,73,58,5
1382,95,97,46,30,52
1383,76,12,40,35,47
1384,42,3,11,92,25
1385,47,55,69,51,3
1386,51,63,37,16,8
1387,83,80,57,32,25
1388,7,91,85,101,69
1389,37,1,69,19,38
1390,74,70,97,34,47
1391,88,85,57,40,64
1392,78,2,33,99,34
1393,22,96,36,17,20
1394,98,22,81,74,18
1395,20,7,54,1,8
1396,40,86,53,74,100
1397,44,85,45,76,94
1398,39,62,15,51,24
1399,16,30,64,29,75
1400,50,73,69,55,28
1401,84,27,1,63,56
1402,63,20,71,51,43
1403,62,73,46,75,30
1404,3,50,95,87,70
1405,71,75,19,94,96
1406,53,49,36,9,82
1407,21,38,75,75,39
1408,39,99,31,9,11
1409,94,62,94,4,64
1410,85,67,8,95,58
1411,13,14,8,57,90
1412,64,97,39,69,5
1413,98,101,24,39,8
1414,15,28,65,22,70
1415,92,40,83,50,20
1416,67,41,97,33,75
1417,44,22,77,81,53
1418,85,49,80,2,72
1419,14,51,76,38,65
1420,69,76,14,83,73
1421,46,93,95,8,8
1422,13,59,82,77,63
1423,96,14,73,99,58
1424,55,76,48,65,66
1425,40,67,85,36,73
1426,64,32,18,65,34
1427,39,81,44,31,100
1428,27,16,32,71,20
1429,76,30,70,50,16
1430,6,34,45,97,78
1431,50,61,13,43,32
1432,90,61,98,95,27
1433,16,41,86,67,62
1434,53,48,25,75,75
1435,10,97,6,63,49
1436,85,63,85,97,73
1437,71,92,55,31,56
1438,7,30,48,61,96
1439,48,47,22,24,48
1440,98,31,45,90,21
1441,48,14,88,21,91
1442,3,63,92,90,101
1443,9,14,33,77,25
1444,27,11,72,72,9
1445,24,9,50,62,100
1446,48,34,2,65,72
1447,34,90,27,66,43
1448,66,74,31,59,88
1449,22,26,93,27,80
1450,2,95,77,39,7
1451,46,84,18,21,30
1452,91,13,93,32,38
1453,70,11,98,62,3
1454,30,57,17,19,64
1455,53,14,56,83,28
1456,62,82,74,1,15
1457,47,100,17,28,75
1458,91,57,95,64,88
1459,61,85,21,26,41
1460,33,77,24,26,41
1461,44,23,13,67,92
1462,62,26,95,75,25
1463,30,79,62,56,24
1464,22,66,73,46,70
1465,82,21,64,24,6
1466,82,53,12,50,5
1467,74,89,8,2,49
1468,59,34,61,94,44
1469,97,53,44,48,78
1470,4,8,82,3,35
1471,88,11,72,47,63
1472,41,10,26,67,95
1473,10,96,14,17,69
1474,79,77,15,22,71
1475,56,25,96,16,96
1476,42,2,89,54,17
1477,25,5,32,58,51
1478,13,54,77,46,92
1479,1,87,53,89,0
1480,71,19,11,73,18
1481,40,22,28,23,3
1482,3,94,44,36,93
1483,47,27,41,68,25
1484,21,41,50,65,87
1485,80,63,33,42,13
1486,74,36,79,31,82
1487,85,15,5,27,59
1488,86,19,99,45,44
1489,11,77,63,46,15
1490,32,30,70,1,8
1491,1,94,29,74,14
1492,31,67,78,81,41
1493,42,78,78,27,27
1494,50,4,17,26,44
1495,45,60,85,12,91
1496,74,43,74,25,6
1497,85,18,101,84,71
1498,32,88,91,48,99
1499,12,46,80,93,61
1500,55,68,76,15,49
1501,84,27,16,41,48
1502,6,62,90,46,46
1503,58,66,92,30,11
1504,72,80,12,81,48
1505,45,8,76,57,95
1506,53,75,66,10,69
1507,76,1,83,32,73
1508,24,6,93,3,22
1509,22,66,99,96,13
1510,88,83,53,52,54
1511,56,46,92,64,82
1512,27,52,43,35,32
1513,93,16,88,20,14
1514,64,59,32,67,99
1515,69,8,33,65,49
1516,76,47,97,63,13
1517,20,94,19,25,98
1518,29,90,65,66,89
1519,72,0,57,8,17
1520,93,13,31,33,15
1521,72,53,82,68,53
1522,33,45,70,74,98
1523,24,91,68,32,1
1524,64,21,32,48,63
1525,67,83,10,30,89
1526,35,94,67,45,78
1527,36,73,35,85,21
1528,55,92,4,20,32
1529,34,83,85,52,6
1530,94,32,5,36,4
1531,72,36,56,63,47
1532,20,13,15,60,64
1533,95,32,31,79,11
1534,40,58,76,79,8
1535,97,61,34,11,90
1536,81,96,42,89,55
1537,69,95,77,83,55
1538,0,7,80,45,2
1539,81,19,63,78,95
1540,20,29,29,84,55
1541,33,62,90,62,86
1542,31,97,42,29,21
1543,53,67,94,83,30
1544,99,30,77,21,98
1545,50,20,71,67,33
1546,30,54,52,20,87
1547,84,89,11,84,54
1548,94,74,53,5,29
1549,68,48,89,84,67
1550,25,5,87,14,24
1551,66,72,88,19,48
1552,17,27,48,99,2
1553,95,26,48,44,96
1554,80,48,92,25,44
1555,78,18,40,5,11
1556,3,76,96,52,55
1557,95,8,92,14,56
1558,57,15,60,68,17
1559,33,14,57,86,55
1560,66,21,90,80,27
1561,73,97,50,36,87
1562,3,10,75,25,17
1563,80,39,88,42,8
1564,14,67,33,22,11
1565,87,94,32,37,38
1566,83,92,67,13,17
1567,92,40,27,58,30
1568,12,52,71,61,48
1569,38,81,1,14,52
1570,83,72,62,3,8
1571,17,29,18,77,86
1572,86,62,73,25,46
1573,75,91,71,68,93
1574,73,100,38,7,77
1575,94,0,68,81,63
1576,73,59,11,13,3
1577,87,83,84,20,82
1578,18,100,71,73,46
1579,64,71,39,76,21
1580,85,51,86,36,90
1581,72,95,89,55,97
1582,53,43,72,53,83
1583,50,82,85,2,98
1584,60,87,59,27,35
1585,71,35,37,3,79
1586,89,56,19,42,45
1587,78,90,45,45,96
1588,76,5,67,12,93
1589,3,53,21,5,70
1590,48,27,64,33,83
1591,27,76,63,18,20
1592,14,58,68,79,92
1593,59,61,1,33,34
1594,39,50,30,41,44
1595,86,56,76,32,28
1596,3,1,32,81,64
1597,39,28,44,54,9
1598,17,98,28,27,3
1599,44,13,45,56,74
1600,87,61,31,5,22
1601,22,94,1,23,90
1602,92,101,82,39,41
1603,17,26,48,41,15
1604,35,63,66,48,37
1605,97,46,66,23,51
1606,52,7,63,80,65
1607,90,94,47,29,19
1608,15,77,64,96,34
1609,15,27,37,4,75
1610,37,24,13,62,43
1611,95,29,79,2,101
1612,29,2,13,85,97
1613,80,45,16,39,19
1614,43,10,44,78,73
1615,44,75,82,45,98
1616,69,45,96,93,33
1617,42,50,9,15,41
1618,83,77,100,79,40
1619,56,43,10,91,42
1620,61,83,5,80,92
1621,41,38,55,40,53
1622,9,8,14,63,87
1623,64,92,18,15,36
1624,72,78,81,54,3
1625,1,80,29,53,87
1626,21,32,28,77,3
1627,51,22,68,53,29
1628,24,16,38,16,20
1629,21,22,29,19,78
1630,95,97,40,83,34
1631,33,20,32,53,100
1632,0,85,26,54,59
1633,79,24,79,8,25
1634,21,20,46,37,33
1635,82,72,15,51,47
1636,82,81,60,16,34
1637,36,53,26,1,71
1638,62,74,4,70,49
1639,55,41,98,27,16
1640,82,68,32,89,64
1641,34,22,94,48,55
1642,23,22,60,94,92
1643,24,42,81,101,83
1644,39,35,30,65,68
1645,94,48,56,27,42
1646,35,75,21,29,69
1647,42,62,71,33,69
1648,9,87,57,40,68
1649,38,64,79,23,75
1650,66,5,6,22,55
1651,18,18,88,43,90
1652,44,56,72,78,38
1653,15,10,81,60,51
1654,91,0,60,48,20
1655,50,29,39,3,15
1656,56,9,84,44,94
1657,70,11,66,9,49
1658,83,9,47,71,15
1659,66,87,88,94,68
1660,79,14,82,59,87
1661,57,67,37,42,96
1662,36,7,47,1,60
1663,58,4,42,90,63
1664,47,24,29,88,94
1665,97,85,5,71,46
1666,26,27,66,5,26
1667,78,47,34,33,76
1668,44,24,79,93,94
1669,71,58,8,57,5
1670,74,64,50,96,2
1671,56,40,95,101,40
1672,79,95,86,55,35
1673,3,42,66,68,54
1674,96,97,17,54,58
1675,58,42,31,69,39
1676,46,69,6,87,65
1677,79,54,52,96,0
1678,37,83,18,27,68
1679,74,13,36,4,100
1680,48,19,32,95,55
1681,71,50,48,86,41
1682,14,82,21,93,66
1683,28,6,27,90,20
1684,34,27,35,56,68
1685,24,85,63,4,43
1686,1,24,87,94,11
1687,61,6,42,34,25
1688,53,87,59,34,85
1689,83,36,24,78,12
1690,51,30,5,58,61
1691,50,86,100,43,50
1692,100,22,34,42,61
1693,22,80,59,7,62
1694,69,51,61,47,55
1695,19,7,7,64,4
1696,23,44,5,100,32
1697,83,26,72,27,24
1698,13,99,70,61,84
1699,79,30,92,18,22
1700,23,52,18,15,40
1701,25,33,95,29,3
1702,34,18,74,17,10
1703,68,35,60,38,66
1704,88,87,29,73,53
1705,69,62,88,78,12
1706,42,52,88,18,100
1707,23,71,12,75,20
1708,90,17,93,82,16
1709,69,5,13,20,16
1710,26,98,50,85,10
1711,96,65,40,14,35
1712,53,30,12,37,32
1713,74,22,80,53,40
1714,96,98,35,26,86
1715,89,34,49,94,24
1716,75,60,66,81,59
1717,95,18,42,39,56
1718,59,65,35,20,65
1719,3,11,38,71,23
1720,49,70,29,38,27
1721,39,91,12,2,99
1722,37,2,59,40,15
1723,1,8,55,72,88
1724,83,1,78,2,3
1725,63,84,24,19,54
1726,47,73,37,69,15
1727,52,53,6,23,96
1728,25,73,59,49,13
1729,54,70,64,74,28
1730,96,36,3,39,55
1731,19,31,5,22,35
1732,84,66,92,101,50
1733,94,76,91,50,64
1734,78,68,47,72,91
1735,5,61,87,46,63
1736,49,54,92,45,73
1737,49,76,55,55,10
1738,34,51,51,97,65
1739,32,92,36,24,18
1740,90,83,10,81,81
1741,76,28,98,10,9
1742,60,6,21,9,81
1743,70,12,89,68,83
1744,54,5,99,54,28
1745,25,89,41,38,93
1746,75,17,24,9,83
1747,83,16,90,14,99
1748,14,35,68,40,59
1749,4,35,14,38,84
1750,101,0,42,26,91
1751,61,28,51,92,14
1752,71,84,11,79,78
1753,90,2,70,70,11
1754,90,82,36,46,44
1755,20,23,32,49,98
1756,66,8,67,67,94
1757,98,44,86,28,15
1758,55,55,26,24,29
1759,98,9,60,52,51
1760,24,52,20,59,76
1761,51,94,39,39,62
1762,65,43,53,69,36
1763,78,28,5,20,43
1764,20,43,17,38,64
1765,69,89,97,19,54
1766,65,48,16,58,81
1767,33,92,36,3,18
1768,60,22,14,22,2
1769,71,66,14,62,100
1770,50,75,10,40,21
1771,0,46,11,22,47
1772,10,37,75,9,77
1773,50,83,52,52,52
1774,28,19,56,21,43
1775,38,23,100,86,28
1776,28,31,91,53,37
1777,33,2,48,60,8
1778,28,7,53,39,79
1779,35,1,22,58,2
1780,93,86,77,60,78
1781,78,70,93,19,48
1782,36,38,87,6,0
1783,32,94,52,99,88
1784,26,46,7,12,9
1785,64,9,10,85,9
1786,67,23,52,86,21
1787,42,100,28,85,76
1788,26,2,101,75,82
1789,8,5,43,60,9
1790,67,71,39,60,80
1791,42,95,8,57,81
1792,84,60,72,17,80
1793,65,93,22,19,17
1794,92,11,42,83,50
1795,34,15,16,40,67
1796,29,96,78,23,21
1797,4,32,27,72,93
1798,95,2,51,20,7
1799,85,2,58,28,76
1800,57,12,67,73,96
1801,82,50,75,1,57
1802,84,65,57,83,73
1803,39,97,50,73,91
1804,76,58,59,80,23
1805,90,3,36,32,37
1806,41,51,37,0,24
1807,0,96,81,13,18
1808,82,11,52,65,43
1809,21,7,33,39,95
1810,86,73,37,3,74
1811,32,17,5,34,0
1812,37,49,21,11,19
1813,63,88,50,57,89
1814,22,53,77,5,23
1815,89,42,65,100,29
1816,19,7,33,43,96
1817,27,38,54,30,80
1818,62,73,62,93,40
1819,40,62,95,12,15
1820,64,48,64,29,64
1821,53,34,61,95,34
1822,69,90,78,99,76
1823,25,77,4,69,34
1824,34,70,56,28,16
1825,64,5,13,80,98
1826,38,33,75,20,19
1827,53,35,16,34,46
1828,15,53,60,75,46
1829,55,55,58,67,11
1830,92,5,78,14,68
1831,58,33,76,22,82
1832,57,90,67,64,65
1833,4,73,13,15,62
1834,29,45,38,6,21
1835,22,64,98,52,43
1836,27,86,20,8,75
1837,78,56,52,84,31
1838,13,72,79,44,40
1839,81,7,43,62,64
1840,64,58,82,36,43
1841,72,74,60,3,65
1842,19,84,73,5,74
1843,20,49,34,42,39
1844,60,93,68,88,24
1845,67,70,40,77,60
1846,62,98,48,4,2
1847,15,41,11,19,69
1848,66,99,6,34,34
1849,42,63,74,36,76
1850,28,47,36,60,16
1851,19,75,19,5,71
1852,73,5,31,42,42
1853,3,31,43,69,72
1854,20,20,35,90,71
1855,64,30,56,100,12
1856,63,44,46,24,24
1857,88,31,83,9,32
1858,45,9,75,24,73
1859,92,74,60,10,37
1860,23,45,98,54,35
1861,51,3,27,37,93
1862,7,90,10,7,49
1863,20,8,98,90,62
1864,39,10,1,10,38
1865,4,20,59,28,44
1866,41,47,24,87,71
1867,95,56,100,33,64
1868,26,79,35,10,36
1869,12,9,96,23,4
1870,7,93,67,15,43
1871,68,86,1,69,45
1872,63,61,93,82,14
1873,50,8,72,50,65
1874,95,78,56,99,82
1875,81,2,79,38,99
1876,79,29,39,60,52
1877,44,73,68,72,78
1878,11,73,22,36,61
1879,78,30,42,1,46
1880,68,38,77,10,57
1881,8,88,87,20,76
1882,17,97,18,85,15
1883,20,60,78,35,65
1884,15,34,83,80,95
1885,100,67,30,64,96
1886,66,3,92,98,70
1887,70,39,36,87,64
1888,19,67,98,90,62
1889,36,12,71,88,29
1890,16,48,73,11,29
1891,2,69,82,24,90
1892,95,4,30,63,33
1893,71,65,17,72,49
1894,60,93,24,59,21
1895,31,57,10,47,34
1896,74,45,10,73,42
1897,49,100,20,17,91
1898,98,7,56,58,72
1899,38,42,5,44,1
1900,86,50,47,92,16
1901,11,88,8,62,55
1902,95,59,38,13,57
1903,6,7,55,97,1
1904,25,24,57,42,73
1905,24,21,16,99,19
1906,87,85,83,42,34
1907,54,13,1,11,11
1908,49,3,89,91,38
1909,76,14,81,77,44
1910,19,97,60,28,100
1911,51,67,15,81,61
1912,99,94,73,74,89
1913,87,51,27,94,56
1914,68,43,12,48,68
1915,50,85,42,99,18
1916,71,45,89,87,1
1917,17,24,27,99,37
1918,73,32,63,90,34
1919,86,75,64,96,90
1920,19,90,79,25,42
1921,79,68,67,11,84
1922,46,12,53,17,53
1923,56,63,47,19,22
1924,26,69,5,58,43
1925,60,24,50,20,65
1926,100,46,92,75,76
1927,64,92,18,86,13
1928,53,97,26,27,26
1929,51,57,36,52,96
1930,71,38,28,79,34
1931,57,49,12,88,56
1932,60,42,96,15,88
1933,81,34,29,60,51
1934,97,85,62,59,34
1935,18,64,82,9,73
1936,92,36,60,75,51
1937,5,64,56,41,26
1938,82,38,40,89,37
1939,73,97,86,49,42
1940,35,69,86,52,0
1941,99,14,78,35,38
1942,35,11,5,10,44
1943,18,46,19,2,68
1944,9,4,70,80,79
1945,34,34,28,55,46
1946,15,55,47,10,20
1947,11,62,69,2,89
1948,19,43,18,20,15
1949,44,43,31,33,58
1950,19,16,97,25,28
1951,2,72,16,72,46
1952,87,69,65,15,36
1953,47,5,18,27,73
1954,44,36,74,89,11
1955,40,34,32,64,82
1956,29,16,73,53,54
1957,23,87,59,47,17
1958,84,72,52,87,49
1959,44,73,34,51,98
1960,68,80,52,13,77
1961,61,69,45,73,51
1962,8,56,54,84,84
1963,93,32,72,85,36
1964,39,57,24,38,76
1965,1,57,39,22,20
1966,3,12,35,24,2
1967,90,7,8,8,24
1968,17,87,94,13,33
1969,69,100,73,70,14
1970,63,73,95,33,82
1971,19,33,29,41,87
1972,64,58,12,6,70
1973,69,31,42,95,35
1974,10,64,19,68,11
1975,68,4,66,73,53
1976,3,50,32,72,8
1977,32,34,40,77,57
1978,32,7,47,11,41
1979,68,63,14,98,26
1980,24,43,49,75,65
1981,23,97,27,73,72
1982,100,90,16,25,79
1983,86,11,10,23,28
1984,69,95,79,14,56
1985,40,66,21,47,93
1986,10,21,28,78,24
1987,81,3,10,28,45
1988,80,93,12,98,69
1989,12,68,13,20,76
1990,87,34,45,84,84
1991,83,63,61,59,28
1992,83,39,99,31,66
1993,5,84,67,31,10
1994,8,57,33,23,16
1995,20,50,49,62,7
1996,92,21,46,49,43
1997,95,13,98,61,16
1998,53,18,23,83,6
1999,58,98,74,94,70
2000,4,84,55,90,38
2001,83,54,82,24,57
2002,73,95,95,16,45
2003,84,7,99,77,54
2004,49,33,26,100,32
2005,87,3,82,6,52
2006,66,41,16,65,66
2007,8,36,12,63,0
2008,37,34,29,21,100
2009,63,7,48,94,94
2010,30,1,69,18,24
2011,36,39,19,33,24
2012,52,95,65,39,29
2013,50,15,30,89,18
2014,90,27,91,19,17
2015,67,46,70,22,16
2016,55,2,98,60,0
2017,49,70,82,19,93
2018,71,67,16,84,55
2019,35,36,9,26,47
2020,25,36,47,6,44
2021,58,15,55,85,86
2022,7,65,42,78,73
2023,73,87,23,37,38
2024,55,73,74,58,47
2025,96,81,27,96,24
2026,57,86,91,63,85
2027,7,83,96,7,0
2028,49,60,81,63,89
2029,38,56,9,57,12
2030,70,9,37,3,97
2031,1,70,86,80,88
2032,33,66,62,79,59
2033,72,18,35,56,50
2034,7,66,83,70,44
2035,52,75,20,34,8
2036,63,65,37,31,79
2037,33,29,20,7,64
2038,89,73,6,65,18
2039,91,62,7,90,49
2040,29,18,76,9,29
2041,90,97,37,52,36
2042,58,76,28,89,35
2043,13,40,40,53,70
2044,22,49,23,43,51
2045,64,22,23,3,16
2046,95,27,37,62,20
2047,57,41,54,82,12
2048,9,62,80,68,19
2049,23,50,38,54,59
2050,45,17,42,62,25
2051,22,46,36,88,32
2052,3,38,69,8,11
2053,12,101,39,87,18
2054,54,47,12,68,89
2055,25,95,100,79,8
2056,71,57,49,1,101
2057,6,40,95,71,30
2058,98,96,72,74,56
2059,33,41,76,27,27
2060,43,14,54,84,101
2061,52,13,1,92,23
2062,90,87,84,56,24
2063,80,54,70,97,101
2064,85,2,57,79,82
2065,97,52,94,66,26
2066,85,94,1,66,93
2067,96,62,30,33,84
2068,95,46,51,65,50
2069,5,76,3,63,15
2070,35,42,44,27,48
2071,11,95,100,21,0
2072,97,77,51,22,77
2073,28,9,98,42,52
2074,95,29,8,45,70
2075,42,56,62,34,86
2076,74,97,25,76,73
2077,57,60,87,39,40
2078,73,78,74,38,25
2079,26,73,67,84,13
2080,0,97,50,8,74
2081,41,61,55,45,69
2082,90,34,34,77,54
2083,24,52,88,36,62
2084,12,35,23,49,22
2085,68,50,31,43,55
2086,47,78,98,53,49
2087,38,6,74,87,59
2088,49,80,11,67,6
2089,29,3,97,21,95
2090,88,71,95,81,33
2091,30,7,18,7,72
2092,58,40,64,10,80
2093,89,86,74,76,52
2094,92,89,62,17,32
2095,23,99,49,7,30
2096,80,93,73,24,71
2097,69,63,99,51,77
2098,96,19,23,54,2
2099,77,28,51,60,24
2100,49,43,57,8,28
2101,18,88,59,58,37
2102,73,2,18,91,97
2103,31,44,86,14,8
2104,55,73,21,57,80
2105,68,60,6,22,23
2106,83,64,9,24,21
2107,94,97,73,22,72
2108,87,14,73,41,18
2109,92,69,77,3,95
2110,50,2,25,94,91
2111,15,20,97,34,72
2112,61,59,69,20,87
2113,97,30,77,51,43
2114,99,86,95,38,65
2115,9,55,10,46,48
2116,72,61,50,39,37
2117,62,30,28,12,11
2118,24,16,54,53,82
2119,57,12,71,76,96
2120,57,75,77,45,93
2121,89,45,61,50,15
2122,12,32,84,54,49
2123,73,88,66,78,42
2124,52,65,68,42,15
2125,97,58,34,42,32
2126,95,69,72,99,84
2127,35,90,74,51,58
2128,58,68,75,97,63
2129,83,90,4,94,8
2130,47,36,41,63,78
2131,12,46,21,20,90
2132,81,81,25,0,71
2133,54,27,84,70,17
2134,61,81,85,14,81
2135,28,14,53,2,97
2136,48,53,43,45,90
2137,13,69,32,59,26
2138,21,61,57,71,23
2139,101,66,41,11,76
2140,37,73,72,9,93
2141,30,79,4,96,42
2142,2,10,12,40,23
2143,41,18,81,100,4
2144,95,83,17,88,47
2145,101,32,86,33,92
2146,97,26,31,59,39
2147,36,37,15,97,4
2148,17,8,71,86,91
2149,60,57,19,95,100
2150,16,53,55,12,67
2151,27,59,90,100,74
2152,100,87,55,85,92
2153,49,44,9,91,96
2154,82,5,29,92,57
2155,69,59,60,43,96
2156,20,72,72,23,99
2157,29,62,74,68,99
2158,96,42,72,45,30
2159,97,29,88,30,70
2160,42,65,34,68,38
2161,71,88,0,21,73
2162,31,59,85,51,18
2163,86,46,98,15,75
2164,30,67,42,44,25
2165,49,64,54,20,90
2166,37,81,68,86,37
2167,53,20,11,70,93
2168,29,14,1,30,41
2169,84,1,88,16,90
2170,64,98,12,57,87
2171,86,37,84,46,92
2172,44,82,72,15,47
2173,92,32,77,34,79
2174,72,60,7,2,25
2175,34,41,97,61,44
2176,66,100,26,85,62
2177,70,22,35,88,80
2178,30,28,6,32,52
2179,60,71,54,37,2
2180,17,48,27,65,76
2181,4,56,63,11,87
2182,67,25,11,98,43
2183,98,44,31,40,5
2184,58,55,94,2,35
2185,45,39,41,39,65
2186,53,11,35,68,0
2187,73,45,44,99,38
2188,54,11,70,24,90
2189,26,78,59,25,88
2190,49,8,38,33,75
2191,38,22,58,13,39
2192,73,1,58,12,28
2193,70,79,90,18,99
2194,34,86,33,15,27
2195,19,70,58,68,26
2196,95,42,39,58,34
2197,73,86,23,54,25
2198,29,17,88,38,67
2199,64,87,54,69,38
2200,6,49,71,14,83
2201,32,78,4,57,15
2202,46,99,80,74,55
2203,86,41,75,51,77
2204,31,6,69,63,8
2205,95,53,41,6,47
2206,55,88,83,69,31
2207,49,2,64,58,71
2208,12,10,68,17,14
2209,99,94,83,11,4
2210,44,82,93,89,12
2211,89,78,73,30,16
2212,64,34,38,93,78
2213,60,46,77,16,54
2214,32,42,50,6,100
2215,39,32,12,63,74
2216,37,89,4,18,1
2217,51,90,86,58,15
2218,22,9,65,0,68
2219,92,57,51,82,76
2220,82,56,21,88,13
2221,43,80,9,18,85
2222,32,72,34,11,51
